url,title_url,title,short_content,tags
http://scitech.people.com.cn/index1.html#fy01,http://scitech.people.com.cn/n1/2018/0301/c1007-29840968.html,《国家生物技术发展战略纲要》启动编制, 28日，由科技部牵头，发改委、财政部共16部委组成的《国家生物技术发展战略纲要》（以下简称《纲要》）编制领导小组第一次会议召开。这意味着《纲要》正式步入编制阶段。,滚动-科技-发明・创新
http://scitech.people.com.cn/index1.html#fy01,http://scitech.people.com.cn/n1/2018/0301/c1007-29841283.html,食药监总局： 理性看待食品保健品,保健食品包装眼花缭乱让人选择困难？厂家声称产品降糖降脂靠谱吗？国家食品药品监督管理总局提醒消费者：要科学、理性看待食品、保健食品广告和宣传，凡声称疾病预防、治疗功能的，一律不要购买。	食药监总局提醒，消费者应到证照齐全的正规场所购买产品，特别要注意有没有营业执照和食品经营许可证。,滚动-探索・发现-科技
http://scitech.people.com.cn/index1.html#fy01,http://scitech.people.com.cn/n1/2018/0301/c1007-29841267.html,大学生仅15%想当科学家 这个比例小吗,近日，中国人民大学统计学院发布的《大学生使命担当调查研究报告》（以下简称《报告》）显示：58%的大学生希望成为职场精英，仅有15%的大学生希望成为专业领域内的一流专家。（据中国青年报）	如果回顾一下中国学生心目中理想职业的历史，科学家绝对是各个年代的高频词汇。,科技-滚动-探索・发现
http://scitech.people.com.cn/index1.html#fy01,http://scitech.people.com.cn/n1/2018/0301/c1007-29841194.html,用多孔仿生纤维 织就一款北极熊“毛衣”,具有“热隐身”功能的仿生隔热织物，在红外相机下显示隔热效果。卢绍庆供图	生活在极地世界的北极熊是最不怕冷动物之一，原因自然是北极熊自带一身最抗寒的“皮草”。,科技-探索・发现-滚动
http://scitech.people.com.cn/index1.html#fy01,http://scitech.people.com.cn/n1/2018/0301/c1007-29841112.html,月球上的水比预想的多,据国外媒体报道，一项新研究发现，月球上的水资源分布可能比原先认为的更为广泛，并且不局限于特定区域。不过，这些水源可能并不容易获取。,科技-滚动-探索・发现
http://scitech.people.com.cn/index1.html#fy01,http://scitech.people.com.cn/n1/2018/0301/c1007-29840963.html,中国碳卫星获得 首幅全球叶绿素荧光反演图,记者28日从中科院获悉，中科院遥感地球所研究员刘良云团队利用我国发射的碳卫星数据，开展了全球植被叶绿素荧光卫星反演研究，成功获得了2017年下半年的全球叶绿素荧光产品。	2016年12月22日，我国发射了首颗二氧化碳观测科学实验卫星――TanSat，从而成为全球第3个可提供碳卫星数据的国家。,科技-探索・发现-滚动
http://scitech.people.com.cn/index1.html#fy01,http://scitech.people.com.cn/n1/2018/0301/c1007-29841283.html,食药监总局： 理性看待食品保健品,保健食品包装眼花缭乱让人选择困难？厂家声称产品降糖降脂靠谱吗？国家食品药品监督管理总局提醒消费者：要科学、理性看待食品、保健食品广告和宣传，凡声称疾病预防、治疗功能的，一律不要购买。	食药监总局提醒，消费者应到证照齐全的正规场所购买产品，特别要注意有没有营业执照和食品经营许可证。,科技-滚动-探索・发现
http://scitech.people.com.cn/index1.html#fy01,http://scitech.people.com.cn/n1/2018/0301/c1007-29841267.html,大学生仅15%想当科学家 这个比例小吗,近日，中国人民大学统计学院发布的《大学生使命担当调查研究报告》（以下简称《报告》）显示：58%的大学生希望成为职场精英，仅有15%的大学生希望成为专业领域内的一流专家。（据中国青年报）	如果回顾一下中国学生心目中理想职业的历史，科学家绝对是各个年代的高频词汇。,科技-滚动-探索・发现
http://scitech.people.com.cn/index1.html#fy01,http://scitech.people.com.cn/n1/2018/0301/c1007-29841194.html,用多孔仿生纤维 织就一款北极熊“毛衣”,具有“热隐身”功能的仿生隔热织物，在红外相机下显示隔热效果。卢绍庆供图	生活在极地世界的北极熊是最不怕冷动物之一，原因自然是北极熊自带一身最抗寒的“皮草”。,探索・发现-滚动-科技
http://scitech.people.com.cn/index1.html#fy01,http://scitech.people.com.cn/n1/2018/0301/c1007-29841112.html,月球上的水比预想的多,据国外媒体报道，一项新研究发现，月球上的水资源分布可能比原先认为的更为广泛，并且不局限于特定区域。不过，这些水源可能并不容易获取。,滚动-探索・发现-科技
http://scitech.people.com.cn/index1.html#fy01,http://scitech.people.com.cn/n1/2018/0301/c1007-29840963.html,中国碳卫星获得 首幅全球叶绿素荧光反演图,记者28日从中科院获悉，中科院遥感地球所研究员刘良云团队利用我国发射的碳卫星数据，开展了全球植被叶绿素荧光卫星反演研究，成功获得了2017年下半年的全球叶绿素荧光产品。	2016年12月22日，我国发射了首颗二氧化碳观测科学实验卫星――TanSat，从而成为全球第3个可提供碳卫星数据的国家。,科技-探索・发现-滚动
http://scitech.people.com.cn/index2.html#fy01,http://scitech.people.com.cn/n1/2018/0305/c1007-29847133.html,我国重型火箭500吨级发动机样机年内问世,科技日报北京3月4日电 （记者付毅飞）记者4日从中国航天科技集团六院获悉，我国针对将用于重型火箭的三型液体发动机，正在开展关键技术攻关和方案深化论证工作，已经完成多轮核心组件和部件级联合热试验。其中，500吨级发动机2018年可完成工程样机的整机生产和装配。,科技
http://scitech.people.com.cn/index2.html#fy01,http://scitech.people.com.cn/n1/2018/0305/c1007-29847113.html,我国原初引力波探测五年内出成果,科技日报北京3月4日电 （记者张盖伦）世界海拔最高的原初引力波观测站正在我国西藏阿里地区建设。一旦建成，它将成为人类追寻引力波队伍的强有力战友。,科技
http://scitech.people.com.cn/index2.html#fy01,http://scitech.people.com.cn/n1/2018/0305/c1007-29847110.html,中国已跻身5G“第一梯队”,正在西班牙巴塞罗那举行的2018年世界移动通信大会（MWC）上，5G成为最炙手可热的关键词之一。相比于以往更多谈论的5G概念、框架和可能性，今年的大会中，多款重要突破性中国5G产品“抢鲜”亮相，同时一些日渐成熟中的技术和应用场景也在展会中进行了集中展示，为迎接5G时代的到来开启倒计时。,科技
http://scitech.people.com.cn/index2.html#fy01,http://scitech.people.com.cn/n1/2018/0305/c1007-29847005.html,中国最快磁浮列车年中将下线,据新华社北京3月3日电 （记者阳建、姜琳）全国人大代表、中车株洲电力机车有限公司董事长周清和3日透露，“2.0版”快速磁浮列车正处在紧张的试制组装阶段，计划今年年中下线。这将是中国自主研发的最快时速磁浮列车。,科技
http://scitech.people.com.cn/index2.html#fy01,http://scitech.people.com.cn/n1/2018/0304/c1007-29846383.html,中国人工智能初创公司“吸金力”首超美国,中国人工智能领域初创企业去年获得全球近半数投资，首次超过美国跃居全球第一，这是一份日前公布的美国风险投资行业报告显示的数据。	美国CB Insight市场研究公司发布的《2018年人工智能发展趋势》报告显示，2017年，中国人工智能初创企业股权融资额占全球总量的48%，相比2016年实现了翻倍以上增长，并高出美国10个百分点。,科技
http://scitech.people.com.cn/index2.html#fy01,http://scitech.people.com.cn/n1/2018/0228/c1007-29840238.html,第八届“吴文俊人工智能科学技术奖”评选启动,人民网北京2月28日电（赵竹青）记者从中国人工智能学会获悉，2018年度第八届“吴文俊人工智能科学技术奖”评选活动已正式启动，首次设立200万人民币奖金创历史新高。	是我国智能科学技术领域唯一以吴文俊院士命名，依托社会力量设立的科学技术奖，也是我国智能科学技术领域的最高奖。,科技-科学界-滚动
http://scitech.people.com.cn/index2.html#fy01,http://scitech.people.com.cn/n1/2018/0228/c1007-29840237.html,中国碳卫星获得首幅全球叶绿素荧光反演图,人民网北京2月28日电（赵竹青）近日，我国发射的首颗二氧化碳观测科学实验卫星（TanSat）又出新成果――获得首幅全球叶绿素荧光反演图，该成果反映了全球植被生长状况和植被生产力，可以用来监测地球的“绿色生产力”。	2016年12月22日，我国发射了首颗二氧化碳观测科学实验卫星，使得我国成为全球第3个可提供碳卫星数据的国家。,滚动-独家-科学界
http://scitech.people.com.cn/index2.html#fy01,http://scitech.people.com.cn/n1/2018/0228/c1007-29838910.html,大数据杀熟：最懂你的人伤你最深,在刚刚过去的长假，想必不少人选择以旅游的方式过春节。出门在外自然少不了要订票、订酒店，上网通过各种票务平台解决这些已成为多数人的选择。,滚动-科学界-科技
http://scitech.people.com.cn/index2.html#fy01,http://scitech.people.com.cn/n1/2018/0228/c1007-29838783.html,深层土壤对气候变化响应或存滞后效应,日前，浙江大学生命科学学院程磊教授实验室提出了深层土壤对气候变化响应存在滞后效应的设想。该成果以技术评论的形式，于2月23日刊登在国际学术期刊《科学》杂志上。,滚动-科学界-科技
http://scitech.people.com.cn/index2.html#fy01,http://scitech.people.com.cn/n1/2018/0227/c1007-29836665.html,一言不合就起火 坐飞机时充电宝该怎么携带？,25日，南航一航班起飞前，行李架上行李起火，初查系充电宝所致。 图片来源于网络	一言不合就起火 这下知道为什么充电宝不能托运了吧	‘华龙网2月26日21时讯(首席记者 徐焱) 昨(25)日下午，南方航空一架广州飞往上海的航班在登机时，行李架上行李冒烟起火，初查系充电宝所致。,滚动-科技-科学界
http://scitech.people.com.cn/index2.html#fy01,http://scitech.people.com.cn/n1/2018/0301/c1007-29841089.html,纳米材料间“拉链”性能首获系统认知,记者从上海交通大学了解到，最近一期微纳米研究领域的国际标志性刊物《纳米尺度》（Nanoscale）上，发表了该校李寅峰教授课题组有关二维纳米材料晶界的最新研究成果，系统揭示了石墨烯和氮化硼面内杂化结构中晶界的力学、热学特性和机理。	二维纳米材料具有传统材料无法企及的优异物理化学性能，其性能调控是材料学科和力学学科共同关注的热点。,滚动-科技-产业动态
http://scitech.people.com.cn/index2.html#fy01,http://scitech.people.com.cn/n1/2018/0228/c1007-29838922.html,低轨卫星的安逸时光到头了？,“遨龙一号”太空垃圾清理飞行器想像图	美国“华盛顿自由灯塔”网站近日刊文称，中国和俄罗斯正在研制反卫星导弹和其他反卫星武器，不久将能够破坏或摧毁美国所有低轨道上的卫星，同时对“中俄强大的反卫星武器”做了盘点。	低轨道卫星的轨道高度为200―2000千米，在这个高度范围内的卫星即是低轨道卫星。,科技-产业动态-滚动
http://scitech.people.com.cn/index2.html#fy01,http://scitech.people.com.cn/n1/2018/0228/c1007-29838921.html,清洁能源建设运行有了“度量衡”,日前，据国家能源局网站消息，国家能源局向浙江、四川、西藏、甘肃、宁夏、青海六省区印发通知，决定建立清洁能源示范省（区）建设运行情况监测评价体系。而此次监测评价结果将用于指导各省（区）清洁能源项目建设规模及产业政策调整。,滚动-科技-产业动态
http://scitech.people.com.cn/index2.html#fy01,http://scitech.people.com.cn/n1/2018/0228/c1007-29838876.html,从蹿红到悄无声息 直播答题行业面临洗牌,24日消息，百度旗下好看视频推出的《极速挑战》直播答题活动，目前已经获得国家广电总局批准，成为首个正式回归的直播答题栏目。在整个春节期间，几乎绝大多数主流直播答题平台均变得异常冷清。,产业动态-科技-滚动
http://scitech.people.com.cn/index2.html#fy01,http://scitech.people.com.cn/n1/2018/0228/c1007-29838857.html,共享单车取消月卡优惠 烧钱时代正式结束,日前，摩拜、ofo正式取消了月卡优惠，月卡价格恢复到20元/月。在摩拜客户端上，月卡的价格已从此前的每月2元、每3个月5元的优惠价恢复到20元/月的原价，包年12个月的月卡价格为240元；ofo的客户端也显示，包月卡的价格为20元。,滚动-产业动态-科技
http://scitech.people.com.cn/index2.html#fy01,http://scitech.people.com.cn/n1/2018/0228/c1007-29838802.html,大数据可破解琼州海峡“堵局”,雾锁琼州，10年不遇。自2月18日以来，一场多年罕见的大雾让琼州海峡持续封航，叠加春节黄金周返程高峰，截至2月25日13时，海南省海口市三个港口附近滞留车辆仍接近1万辆。,科技-发明・创新-滚动
http://scitech.people.com.cn/index2.html#fy01,http://scitech.people.com.cn/n1/2018/0228/c1007-29838725.html,长征十一号火箭今年上演海上首秀,记者27日从中国航天科技集团获悉，由该集团一院研制的长征十一号运载火箭，今年将执行我国首次海上发射任务。	据一院长征十一号火箭总指挥杨毅强介绍，实施海上发射任务意味着我国运载火箭向新的服务领域进军，将进一步满足低轨道倾角卫星的发射需要，提高火箭的任务适应性。,滚动-科技-航空・航天
http://scitech.people.com.cn/index2.html#fy01,http://scitech.people.com.cn/n1/2018/0228/c1007-29838710.html,机器学习能重建量子系统首次证明,据物理学家组织网26日报道，科学家首次证明，机器学习可基于较少的实验测量重建量子系统，新方法不仅能帮助物理学家更快速地分析粒子系统，也有助于量子计算机等量子力学应用的发展。研究发表在26日出版的《自然・物理学》杂志上。,发明・创新-科技-滚动
http://scitech.people.com.cn/index2.html#fy01,http://scitech.people.com.cn/n1/2018/0227/c1007-29836586.html,鱼刺卡喉别吞饭喝醋 分分钟可能威胁生命,在刚刚过去的新春佳节里，大快朵颐的时候，你有没有被鱼刺卡过？当时你一定试过喝醋、大口吃饭吞咽等“土方法”来去除鱼刺在喉之苦吧，但这样做真的管用吗？被鱼刺卡住了到底应该怎么办？	喝醋基本无用，还可能伤喉	有的人被鱼刺卡住后拼命地喝醋，认为醋可以溶解由钙构成的鱼刺，达到软化鱼刺的目的。喝了醋之后，软化的鱼刺就会从组织上脱落下来。,滚动-科技-发明・创新
http://scitech.people.com.cn/index2.html#fy01,http://scitech.people.com.cn/n1/2018/0227/c1007-29836485.html,我国科技创新如何加速跻身国际第一方阵,“我国科技创新水平加速迈向国际第一方阵，进入了‘三跑并存’，并跑领跑日益增多的历史性新阶段。”2月26日，科技部部长万钢在国新办举行的发布会上表示，十八大以来，科技创新实现了历史性、整体性、格局性的重大变化，我国已成为一个具有全球影响力的科技创新大国。,滚动-科技-发明・创新
http://scitech.people.com.cn/index2.html#fy01,http://scitech.people.com.cn/n1/2018/0228/c1007-29838824.html,土卫二支持生命存在有新证据,英国《自然・通讯》杂志27日发表的一篇天体生物学论文认为，土卫二上的条件如果与科学家推测相符，就意味着微生物可以利用二氧化碳和氢气生长并产生甲烷。而土卫二岩核内发生的地化反应，可以给这些微生物提供充足氢气。,科技-探索・发现-滚动
http://scitech.people.com.cn/index2.html#fy01,http://scitech.people.com.cn/n1/2018/0228/c1007-29838808.html,美启动眼部黄斑变性追踪研究,美国国立卫生研究院（NIH）官网最新消息称，其国家眼科研究所（NEI）领导的一项新临床研究，将在5年时间内追踪500人，以了解早期老年黄斑变性（AMD）的变化。	AMD是美国50岁以上人群视力障碍和丧失的主要原因。,科技-滚动-探索・发现
http://scitech.people.com.cn/index2.html#fy01,http://scitech.people.com.cn/n1/2018/0228/c1007-29838774.html,肝癌肺转移早期预警网络信号破译,在国家重点研发计划、中科院先导专项及国家自然基金的资助下，复旦大学附属中山医院夏景林教授与中科院细胞生化所陈洛南研究员合作，带领杨毕伟博士、唐文清博士和李美仪博士，经4年研究，在肝癌肺转移发生机制上有了新发现，首次成功应用动态网络标志物（DNB）的方法筛选并绘制了“肝癌肺转移发生前”的早期预警网络信号图，根据该图可观察病程不同阶段的动态变化，对研究肝癌肺转移发生有重要临床价值。相关研究已发表在最新一期《自然・通讯》上。,科技-探索・发现-滚动
http://scitech.people.com.cn/index2.html#fy01,http://scitech.people.com.cn/n1/2018/0228/c1007-29838732.html,基因表达尚“表达”不了死者死亡时间,最近，英国《自然・通讯》杂志发表文章称，欧洲科学家根据生物库的数据分析表明，死亡引起的不同组织的基因表达变化，将可用于估计死者的死亡时间。该消息引发公众广泛关注。,科技-探索・发现-滚动
http://scitech.people.com.cn/index2.html#fy01,http://scitech.people.com.cn/n1/2018/0228/c1007-29838722.html,中国人源自非洲？“许昌人”说不,五千年中华文明，中华儿女被称为“炎黄子孙”。炎黄部落生活在距今约6000年至5500年之间，而“许昌人”生活在10.5万年至12.5万年之间。,科技-滚动-探索・发现
http://scitech.people.com.cn/index2.html#fy01,http://scitech.people.com.cn/n1/2018/0228/c1007-29838824.html,土卫二支持生命存在有新证据,英国《自然・通讯》杂志27日发表的一篇天体生物学论文认为，土卫二上的条件如果与科学家推测相符，就意味着微生物可以利用二氧化碳和氢气生长并产生甲烷。而土卫二岩核内发生的地化反应，可以给这些微生物提供充足氢气。,探索・发现-滚动-科技
http://scitech.people.com.cn/index2.html#fy01,http://scitech.people.com.cn/n1/2018/0228/c1007-29838808.html,美启动眼部黄斑变性追踪研究,美国国立卫生研究院（NIH）官网最新消息称，其国家眼科研究所（NEI）领导的一项新临床研究，将在5年时间内追踪500人，以了解早期老年黄斑变性（AMD）的变化。	AMD是美国50岁以上人群视力障碍和丧失的主要原因。,滚动-探索・发现-科技
http://scitech.people.com.cn/index2.html#fy01,http://scitech.people.com.cn/n1/2018/0228/c1007-29838774.html,肝癌肺转移早期预警网络信号破译,在国家重点研发计划、中科院先导专项及国家自然基金的资助下，复旦大学附属中山医院夏景林教授与中科院细胞生化所陈洛南研究员合作，带领杨毕伟博士、唐文清博士和李美仪博士，经4年研究，在肝癌肺转移发生机制上有了新发现，首次成功应用动态网络标志物（DNB）的方法筛选并绘制了“肝癌肺转移发生前”的早期预警网络信号图，根据该图可观察病程不同阶段的动态变化，对研究肝癌肺转移发生有重要临床价值。相关研究已发表在最新一期《自然・通讯》上。,探索・发现-滚动-科技
http://scitech.people.com.cn/index2.html#fy01,http://scitech.people.com.cn/n1/2018/0228/c1007-29838732.html,基因表达尚“表达”不了死者死亡时间,最近，英国《自然・通讯》杂志发表文章称，欧洲科学家根据生物库的数据分析表明，死亡引起的不同组织的基因表达变化，将可用于估计死者的死亡时间。该消息引发公众广泛关注。,科技-探索・发现-滚动
http://scitech.people.com.cn/index2.html#fy01,http://scitech.people.com.cn/n1/2018/0228/c1007-29838722.html,中国人源自非洲？“许昌人”说不,五千年中华文明，中华儿女被称为“炎黄子孙”。炎黄部落生活在距今约6000年至5500年之间，而“许昌人”生活在10.5万年至12.5万年之间。,科技-滚动-探索・发现
http://scitech.people.com.cn/index3.html#fy01,http://scitech.people.com.cn/n1/2018/0302/c1007-29844578.html,我国将研制发射旗舰级X射线空间天文台,eXTP卫星在轨运行模拟图（中科院国家空间科学中心供图）	人民网北京3月2日电（赵竹青）今天，中国科学院正式启动了增强型X射线时变与偏振（eXTP）空间天文台背景型号项目。作为硬X射线调制望远镜卫星“慧眼”的继任者， eXTP将有望成为在2025-2035年间该领域国际领先的旗舰级X射线空间天文台。,独家-滚动-科技
http://scitech.people.com.cn/index3.html#fy01,http://scitech.people.com.cn/n1/2018/0301/c1007-29842567.html,中国发布首部地理国情蓝皮书:哪个省上学最近?,人民网北京3月1日电（赵竹青）中国首部地理国情蓝皮书2月28日在京发布。蓝皮书显示，河南省城乡居民地到最近小学校区的平均交通距离最小，上海城乡居民地到最近中学校区的平均距离最小。,科技-科学界-滚动
http://scitech.people.com.cn/index3.html#fy01,http://scitech.people.com.cn/n1/2018/0301/c1007-29841388.html,保护知识产权就是保护创新,近日，中共中央办公厅、国务院办公厅印发了《关于加强知识产权审判领域改革创新若干问题的意见》。2月28日，国新办举行新闻发布会，邀请最高人民法院副院长陶凯元介绍《意见》有关情况，并答记者问。,科技-发明・创新-滚动
http://scitech.people.com.cn/index3.html#fy01,http://scitech.people.com.cn/n1/2018/0301/c1007-29841313.html,药膳养生靠不靠谱？,	春节期间播出的《舌尖上的中国3》，因“药食同源”“药膳”“食疗”，一经播出就引发争议，有观众认为，里面所提到的煲汤养生并非人人适用；草药入菜也绝非“缺啥补啥”那么简单，随意食补可能适得其反。	药膳是药和食品的结合	《舌尖上的中国3》热播后，就“药膳究竟是滋补良方还是伪科学”这一话题，引得各方在网上吐槽。,滚动-科技-发明・创新
http://scitech.people.com.cn/index3.html#fy01,http://scitech.people.com.cn/n1/2018/0301/c1007-29841292.html,防治抑郁症 不能忽视中医药,世界卫生组织、世界银行和哈佛大学的最近的一项联合研究表明，抑郁症已居世界十大病种的第4位，预计2020年将跃至第2，紧随心肌梗死之后。近年来，随着人们生活节奏的加快、压力增大，抑郁症的发病率逐年升高。,滚动-科技-产业动态
http://scitech.people.com.cn/index3.html#fy01,http://scitech.people.com.cn/n1/2018/0227/c1007-29836436.html,科学家力促延缓衰老药物走向临床,据英国《自然》杂志近日刊登的13位科学家联名评论文章称，有200多种被划为防衰老剂的药物能延缓许多年龄相关疾病的发生，并增强人体恢复力，为加速这类药物的临床转化，需要采取有效手段和步骤。	已有实验发现，去除转基因小鼠体内的衰老细胞，可以阻止衰老进一步发展。,科技-科学界-滚动
